Gene_id	A1	B1	A2	B2	length
G03170	213	216	1220	226	1212
G03171	35	286	44	46	564
G03172	33	81	100	17	1692
G03173	2	6	7	0	462
G03174	14	116	22	39	603
G03175	0	3	3	0	822
G03176	2	14	12	1	1098
G03177	28	49	56	14	420
G03178	0	5	0	0	1800
G03179	0	5	0	0	1863
G03180	1	8	4	0	1083
G03181	0	0	0	0	726
G03182	3	10	6	0	1167
G03183	5	16	107	1	1506
G03184	67	210	47	11	171
G03185	1	21	7	1	720
G03186	1084	1114	2435	164	1998
G03187	32	50	65	15	2151
G03188	7	44	36	1	1395
G03189	315	601	62	15	1074
G03190	149	100	1390	28	1368
G03191	66	600	169	163	747
G03192	134	513	344	165	1008
G03193	1	13	6	8	792
G03194	13	91	47	31	468
G03195	75	370	178	216	654
G03196	341	279	2078	135	1011
G03197	2	4	17	6	1068
G03198	8	6	2	5	1251
G03199	44	71	73	13	1014
G03200	569	768	2369	286	678
G03201	0	1	0	1	1248
G03202	6	53	96	44	5004
G03203	7876	10266	21748	3762	1524
G03204	1596	2051	3608	637	1209
G03205	25	50	115	11	546
G03206	215	620	1076	240	474
G03207	4720	10585	12419	2302	660
G03208	1964	3597	6188	699	1650
G03209	10191	15979	22506	3666	7263
G03210	11	20	37	5	1077
G03211	115	255	349	54	1425
G03212	3	11	15	1	1413
G03213	0	3	0	0	729
G03214	125	257	317	58	513
G03215	0	1	0	0	468
G03216	0	0	1	0	723
G03217	27	46	121	18	1479
G03218	0	1	9	1	1167
G03219	214	275	701	90	789
G03220	8	12	21	0	831
G03221	7	22	48	2	906
G03222	193	294	888	82	1353
G03223	267	177	4935	336	1152
G03224	92	183	247	46	1953
G03225	42	128	358	32	1071
G03226	1	3	9	0	384
G03227	1489	1819	9283	499	1674
G03228	3	10	8	1	1539
G03229	0	0	1	1	543
G03230	0	0	0	0	384
G03231	1	12	24	0	648
G03232	0	1	1	0	2025
G03233	1	0	1	0	1251
G03234	2	5	5	0	1146
G03235	49	104	163	15	609
G03236	240	164	743	37	177
G03237	0	1	4	0	990
G03238	6	27	16	5	762
G03239	0	11	8	0	1320
G03240	0	2	2	0	1860
G03241	2	20	0	1	441
G03242	1	5	0	1	1281
G03243	22	152	34	29	750
G03244	3	14	8	1	912
G03245	22	121	188	27	927
G03246	14	27	48	10	1149
G03247	0	5	9	1	765
G03248	0	1	0	0	306
G03249	1563	1401	2891	797	942
G03250	320	529	703	162	876
G03251	893	1050	2586	379	441
G03252	257	291	543	66	2082
G03253	3	20	14	3	1836
G03254	1	5	1	1	1527
G03255	123	258	416	49	4275
G03256	94	217	173	31	7683
G03257	24	113	40	10	678
G03258	883	1823	1286	723	534
G03259	1485	2961	2686	681	2538
G03260	197	317	1067	139	1164
G03261	9	15	17	9	1266
G03262	1	2	2	1	756
G03263	19	34	54	8	1830
G03264	5	6	22	2	1017
G03265	3	16	111	14	684
G03266	31	91	142	16	2223
G03267	3	21	16	0	1644
G03268	31	69	42	20	1479
G03269	0	3	0	1	1356
G03270	897	1382	2029	342	1707
G03271	18536	18663	55548	11420	1941
G03272	37	59	92	33	1254
G03273	293	1000	501	359	666
G03274	42	120	22	35	2463
G03275	5	2	97	2	897
G03276	81	199	308	25	1584
G03277	2	19	13	7	1404
G03278	0	0	0	0	990
G03279	2	17	22	6	1605
G03280	0	0	2	0	390
G03281	1	5	2	0	1653
G03282	0	4	4	1	1314
G03283	0	0	0	0	162
G03284	0	0	0	0	177
G03285	2	30	7	3	1155
G03286	424	675	895	175	1251
G03287	0	2	1	1	516
G03288	9	14	17	1	1167
G03289	125	313	114	69	960
G03290	12	11	2	2	1200
G03291	3	20	12	2	1422
G03292	7	22	24	1	954
G03293	84	114	289	31	1554
G03294	603	617	1582	114	1182
G03295	149	191	599	108	1233
G03296	1	5	6	0	2391
G03297	30	51	30	5	1980
G03298	20	118	53	0	1521
G03299	502	662	1629	281	1293
G03300	0	16	16	4	1365
G03301	34	86	125	16	1326
G03302	2	6	3	0	606
G03303	36	124	48	21	1524
G03304	98	151	105	111	1053
G03305	3	3	26	0	234
G03306	17	34	58	4	1395
G03307	63	119	201	20	2217
G03308	1	4	8	0	414
G03309	331	864	960	131	1995
G03310	79	91	340	59	1710
G03311	79	109	21	3	1080
G03312	4	6	12	3	516
G03313	268	1598	1738	318	1617
G03314	329	661	740	118	2340
G03315	233	385	608	118	1542
G03316	5	4	7	2	2316
G03317	1	2	2	1	1053
G03318	0	1	1	0	573
G03319	0	3	2	0	1035
G03320	2	9	1	0	936
G03321	49	713	185	12	648
G03322	1	1	1	0	1350
G03323	0	4	3	0	855
G03324	0	1	6	2	840
G03325	0	0	0	0	627
G03326	1	3	3	0	894
G03327	0	0	0	0	579
G03328	29	43	190	9	1098
G03329	55	54	429	13	1020
G03330	58	46	338	24	603
G03331	21	31	50	7	294
G03332	12	41	5	0	1080
G03333	2063	1878	2091	220	1539
G03334	148	219	179	7	1026
G03335	1635	5458	4005	2878	456
G03336	56	120	75	47	813
G03337	0	3	7	0	918
G03338	2375	5674	7506	3678	2187
G03339	336	642	708	173	3219
G03340	3	3	4	1	1800
G03341	1	3	0	1	1392
G03342	35	59	84	15	843
G03343	472	521	1295	164	1005
G03344	1291	1356	4448	439	2064
G03345	121	180	368	51	429
G03346	17	22	86	19	1317
G03347	444	513	1639	230	630
G03348	110	130	357	41	1011
G03349	115	227	497	48	1008
G03350	0	1	0	0	699
G03351	131	338	1181	113	1281
G03352	12	29	15	3	3537
G03353	0	1	1	0	1356
G03354	3	6	17	0	2079
G03355	192	268	625	121	1737
G03356	5	16	24	6	1293
G03357	701	1262	3991	724	1749
G03358	1	1	9	0	519
G03359	285	376	1142	82	2358
G03360	148	894	140	74	3186
G03361	24	24	51	10	1401
G03362	0	0	1	0	828
G03363	3	4	6	0	288
G03364	7	7	6	1	1845
G03365	0	4	2	0	1230
G03366	0	6	3	0	1734
G03367	8	30	27	1	561
G03368	41	130	54	10	2325
G03369	29	108	49	14	3855
G03370	0	3	1	0	798
G03371	19	93	39	13	1557
G03372	1	15	7	4	648
G03373	0	3	1	0	1539
G03374	0	2	6	0	684
G03375	8	32	19	13	1032
G03376	0	0	1	0	2043
G03377	0	2	0	0	363
G03378	96	181	344	52	537
G03379	11	10	34	3	2442
G03380	8	13	17	2	1548
G03381	12	39	51	4	885
G03382	1	6	4	1	2145
G03383	189	494	471	111	2118
G03384	0	6	2	0	750
G03385	42	456	258	6	795
G03386	0	0	0	0	435
G03387	19	25	53	6	417
G03388	1	17	6	0	810
G03389	143	140	514	68	1686
G03390	4	9	8	2	309
G03391	13	27	42	34	540
G03392	0	2	13	0	1710
G03393	896	767	3528	330	1551
G03394	8	61	54	6	936
G03395	1	4	9	3	375
G03396	1	2	17	3	453
G03397	892	4593	1213	753	558
G03398	0	0	0	0	702
G03399	0	1	0	0	858
G03400	0	0	1	0	1113
G03401	557	600	1219	185	2613
G03402	3	7	5	0	621
G03403	5	31	4	0	825
G03404	1	5	0	2	1503
G03405	10	29	1	2	1074
G03406	3	6	2	1	1533
G03407	2	7	10	0	651
G03408	0	6	2	0	951
G03409	0	10	8	0	423
G03410	67	192	185	32	1413
G03411	4	8	6	0	1263
G03412	63	127	201	29	1535
G03413	10	91	23	10	717
G03414	1636	8794	3180	2794	1548
G03415	246	2328	2403	1206	879
G03416	13	24	102	7	2298
G03417	0	0	2	0	858
G03418	134	462	319	130	1215
G03419	7008	9597	16688	8825	1329
G03420	1503	2038	2544	602	1227
G03421	1046	1843	1355	481	6330
G03422	281	419	866	186	561
G03423	1	6	6	1	648
G03424	15	10	41	4	1065
G03425	0	2	1	0	1389
G03426	0	0	0	0	813
G03427	8	13	9	3	6252
G03428	21	43	93	13	3948
G03429	35	75	171	20	1797
G03430	0	0	0	0	756
G03431	0	0	3	0	1551
G03432	0	5	2	0	675
G03433	3	3	6	2	534
G03434	0	2	1	0	1398
G03435	0	1	2	0	729
G03436	9	18	3	0	1587
G03437	1	5	1	1	1044
G03438	32	51	65	23	1341
G03439	0	5	0	0	591
G03440	0	2	6	0	2430
G03441	11	14	149	2	612
G03442	32	135	116	63	1743
G03443	52	241	350	94	1617
G03444	0	1	1	1	1479
G03445	1	7	1	0	1869
G03446	245	713	454	222	924
G03447	5294	7814	13885	2356	1005
G03448	5025	8862	13677	2537	2184
G03449	934	1073	3569	611	1143
G03450	2	4	1	1	1839
G03451	1	16	12	0	708
G03452	0	2	3	0	879
G03453	2	22	13	0	3945
G03454	0	2	0	0	357
G03455	16	27	179	10	1995
G03456	35	428	220	174	1176
G03457	357	177	4454	129	1500
G03458	447	654	1609	155	1281
G03459	1	14	15	6	423
G03460	447	654	1609	155	1281
G03461	2	15	10	7	1380
G03462	6	13	105	7	1887
G03463	2	5	22	8	1167
G03464	0	1	5	0	513
G03465	0	0	0	0	1539
G03466	6	16	24	9	2115
G03467	0	3	5	0	882
G03468	0	1	0	0	1029
G03469	0	0	0	0	711
G03470	0	2	1	0	1374
G03471	15	46	30	7	1770
G03472	27	60	67	17	1731
G03473	26	54	60	7	2055
G03474	1	7	2	0	1494
G03475	97	175	149	28	885
G03476	0	0	0	0	660
G03477	0	2	8	0	1299
G03478	8	11	14	0	1440
G03479	3	14	19	2	1686
G03480	4	8	9	2	537
G03481	66	87	329	18	1422
G03482	3	3	7	0	1332
G03483	150	202	352	46	852
G03484	32	35	80	8	1155
G03485	118	147	300	36	2019
G03486	26	56	255	28	1344
G03487	644	768	1570	279	630
G03488	4734	5577	9905	3590	1302
G03489	1090	785	4671	349	1494
G03490	488	515	1795	166	1857
G03491	521	456	2201	208	1524
G03492	1857	2947	4349	735	1272
G03493	258	451	770	73	1881
G03494	4852	4754	18375	1072	1134
G03495	331	330	863	126	999
G03496	694	725	2924	172	2244
G03497	20373	8809	52798	1932	5574
G03498	17932	9240	56183	1612	6279
G03499	1067	1631	3278	531	2004
G03500	918	1302	3355	415	2754
G03501	1034	1327	3510	432	879
G03502	771	568	4252	287	912
G03503	2724	2486	9160	626	3834
G03504	1469	1471	6197	415	2571
G03505	509	434	1914	134	1260
G03506	1071	1362	4150	399	2025
G03507	258	379	862	147	681
G03508	4621	6137	15715	1344	423
G03509	14230	17203	44222	5045	798
G03510	9617	11233	30860	3036	1338
G03511	246	493	883	162	687
G03512	730	1353	1624	354	732
G03513	1361	1439	5348	559	1569
G03514	473	436	1551	135	771
G03515	937	1032	2997	171	891
G03516	1043	1309	4052	291	1524
G03517	1146	1145	3139	319	3249
G03518	5227	7222	16969	1944	1437
G03519	629	678	2970	236	606
G03520	245	456	699	53	1059
G03521	935	1481	2361	324	1527
G03522	1195	1413	5255	355	3351
G03523	1883	2098	7169	420	3672
G03524	190	152	723	60	987
G03525	159	198	473	57	876
G03526	1366	1130	5218	464	3357
G03527	760	793	2808	345	1395
G03528	267	473	788	127	1020
G03529	1077	1012	3569	364	2751
G03530	930	1443	2621	260	1641
G03531	4	4	13	2	561
G03532	1490	2362	5724	541	2181
G03533	264	350	932	94	2349
G03534	11048	10641	39027	4480	450
G03535	290	474	640	92	1098
G03536	1749	1327	5418	387	5421
G03537	183	208	522	43	1629
G03538	2282	3524	5667	920	2850
G03539	182	353	377	70	1455
G03540	1162	1597	4128	926	786
G03541	175	287	320	77	864
G03542	971	1499	2307	289	4449
G03543	1862	2372	5542	754	4914
G03544	928	1688	2305	542	942
G03545	471	495	349	54	987
G03546	6351	4806	9446	1149	915
G03547	98	65	376	27	807
G03548	364	941	591	109	2553
G03549	338	384	817	194	1176
G03550	51	88	76	9	918
G03551	70	131	200	57	372
G03552	1098	2428	2912	369	2517
G03553	663	847	2335	282	2079
G03554	346	129	2275	110	1119
G03555	140	202	531	54	966
G03556	527	520	1882	218	1173
G03557	415	956	1084	170	1437
G03558	1742	2572	3210	730	2892
G03559	3099	3295	11527	1217	4263
G03560	1374	1997	3861	478	1611
G03561	463	526	1353	178	2490
G03562	423	469	1730	188	1470
G03563	1460	1429	3573	358	6243
G03564	1072	1166	4016	485	1956
G03565	4371	3739	24185	1671	2073
G03566	325	604	568	212	873
G03567	503	790	960	137	1452
G03568	493	906	1370	162	1341
G03569	534	670	1934	140	765
G03570	534	675	1794	266	1725
G03571	2800	4414	12040	935	444
G03572	2153	2562	5431	796	1296
G03573	62	124	234	18	2229
G03574	242	267	893	86	1185
G03575	274	379	1104	49	621
G03576	1294	1991	4006	418	2718
G03577	279	446	827	59	1845
G03578	151	250	501	53	834
G03579	3019	4138	9397	1207	1917
G03580	716	685	2678	154	1353
G03581	743	1527	1636	344	2763
G03582	4086	5177	13126	1194	3519
G03583	0	0	1	0	753
G03584	840	1351	2363	281	1947
G03585	4370	7646	13672	2084	411
G03586	355	466	1300	89	2307
G03587	775	1550	3336	399	900
G03588	680	749	1972	255	1047
G03589	17	27	81	7	1389
G03590	2460	4505	5300	860	4845
G03591	251	281	957	66	261
G03592	2145	2484	7724	1133	345
G03593	551	723	2063	155	996
G03594	717	1278	2213	343	2010
G03595	276	455	870	128	1140
G03596	515	749	1921	263	600
G03597	618	335	4573	179	981
G03598	144	77	980	26	936
G03599	340	365	846	102	1443
G03600	732	891	1885	294	870
G03601	21	67	103	13	276
G03602	488	705	1341	179	1131
G03603	1264	1892	4957	304	783
G03604	262	199	1289	85	747
G03605	302	470	1001	83	1245
G03606	32	55	192	10	651
G03607	2210	3059	4768	687	858
G03608	531	688	1462	315	456
G03609	377	761	1300	157	1188
G03610	313	602	549	82	2118
G03611	738	829	2694	189	1533
G03612	1708	2246	5346	638	2841
G03613	28638	25969	73931	12208	504
G03614	620	898	2219	173	1824
G03615	383	556	1253	135	2538
G03616	1813	2110	5560	631	3264
G03617	164	235	434	100	741
G03618	556	1139	1666	297	2565
G03619	1005	1071	2387	428	1764
G03620	459	827	1542	128	1725
G03621	214	134	366	85	927
G03622	571	1070	1862	228	1410
G03623	1075	1440	4044	553	1245
G03624	34	68	104	18	2004
G03625	158	166	919	32	1734
G03626	2031	2036	6445	1103	1095
G03627	598	831	1493	303	1695
G03628	2984	3335	10224	1317	1527
G03629	232	222	849	72	867
G03630	129	227	439	53	501
G03631	2557	2973	10322	845	339
G03632	207	236	1456	69	1170
G03633	181	364	426	71	1158
G03634	1370	1404	2988	460	732
G03635	467	379	1045	245	921
G03636	162	338	635	86	594
G03637	1072	1330	3488	493	1515
G03638	490	777	1345	173	1440
G03639	11126	16692	13996	2386	1053
G03640	1919	3509	3166	857	1764
G03641	165	236	677	73	612
G03642	394	415	1546	216	1011
G03643	3333	2009	12285	1164	477
G03644	485	512	1527	190	1608
G03645	352	483	1135	105	4971
G03646	18	54	55	12	4272
G03647	204	256	840	77	3027
G03648	115	297	328	40	1734
G03649	1197	3303	3709	868	1092
G03650	11416	13921	48681	2812	786
G03651	1	14	6	0	891
G03652	101	154	217	76	738
G03653	485	1104	1681	279	1989
G03654	293	434	831	92	429
G03655	953	927	3437	319	1191
G03656	564	751	2028	171	267
G03657	495	755	980	228	1971
G03658	44	107	117	41	5391
G03659	0	6	6	0	2739
G03660	610	496	1826	124	1152
G03661	10576	8831	35457	2549	477
G03662	17942	14291	58517	6637	714
G03663	488	338	1811	212	915
G03664	140	145	548	65	1023
G03665	10	65	90	10	246
G03666	1	4	7	1	372
G03667	583	469	2686	245	1662
G03668	223	438	795	138	2661
G03669	5	10	27	5	2076
G03670	360	352	2528	149	1695
G03671	149	238	1093	76	708
G03672	143	112	381	31	1605
G03673	790	695	2308	278	1626
G03674	0	4	6	0	285
G03675	2	20	25	4	1257
G03676	96	175	345	44	990
G03677	391	724	1072	226	2217
G03678	1203	2271	3435	522	3828
G03679	554	831	1370	169	2583
G03680	2010	1797	6057	1150	1500
G03681	94	119	263	51	2034
G03682	492	692	989	231	1527
G03683	186	305	803	67	1371
G03684	0	12	4	2	1764
G03685	2	6	12	0	1359
G03686	269	459	850	95	1332
G03687	504	571	1868	187	1233
G03688	110	175	260	42	1197
G03689	0	0	4	0	879
G03690	516	682	1226	232	1563
G03691	427	301	1251	172	1008
G03692	616	935	1643	259	2049
G03693	539	1224	997	202	4455
G03694	3975	3194	7483	2008	834
G03695	77	70	255	32	642
G03696	11	31	71	2	1806
G03697	929	1204	3386	390	2454
G03698	2549	2111	5648	914	912
G03699	50	74	215	51	567
G03700	54	97	84	29	1812
G03701	20	44	82	32	420
G03702	1	5	2	0	1428
G03703	56	58	177	38	1860
G03704	12	14	12	1	1221
G03705	11669	9734	39445	4209	492
G03706	34	58	278	51	582
G03707	132	351	349	66	4704
G03708	841	925	2577	295	2169
G03709	251	299	855	244	597
G03710	270	478	780	150	2493
G03711	26	53	61	6	2430
G03712	281	477	992	108	2034
G03713	13	29	64	14	1572
G03714	2	8	5	0	891
G03715	6	8	9	1	1140
G03716	211	199	971	136	807
G03717	0	0	1	0	801
G03718	330	422	1141	115	1041
G03719	712	1100	2813	243	2595
G03720	456	816	1441	131	2490
G03721	1547	1744	4062	588	2016
G03722	36	57	123	22	618
G03723	27	48	85	5	540
G03724	70667	104567	142713	22391	2967
G03725	118	112	167	19	1179
G03726	68	124	88	54	603
G03727	412	548	1636	170	915
G03728	2053	1384	9415	737	1269
G03729	327	417	769	71	231
G03730	261	382	1406	148	1782
G03731	3037	2394	22645	1021	1641
G03732	842	1568	1942	549	1260
G03733	6	33	31	4	321
G03734	341	337	956	183	633
G03735	380	854	814	346	1155
G03736	1	2	1	0	510
G03737	1688	6363	6024	1511	1323
G03738	12	15	19	12	1143
G03739	10791	17362	31129	3933	1944
G03740	2793	4017	8584	1362	1320
G03741	3139	3617	12904	1009	1608
G03742	0	3	0	0	615
G03743	965	1372	2255	402	2760
G03744	8815	17948	23191	5793	9045
G03745	3758	8614	14465	4385	2346
G03746	2536	2781	7430	2169	957
G03747	722	1502	1595	405	576
G03748	3245	6340	10911	2879	1287
G03749	1905	1288	6488	878	744
G03750	287	790	1025	624	891
G03751	595	1419	2452	313	1959
G03752	325	491	787	225	315
G03753	4	7	11	3	1656
G03754	4	14	11	0	1152
G03755	293	246	1122	132	1677
G03756	1007	1223	2573	481	1284
G03757	121	501	439	98	1515
G03758	423	678	1362	221	2250
G03759	8935	18465	26525	2840	2667
G03760	1492	2043	5194	723	3576
G03761	579	1081	3246	323	1440
G03762	392	401	1273	161	447
G03763	585	1022	869	166	2181
G03764	17	29	33	11	1557
G03765	2	8	20	3	1890
G03766	854	683	2729	415	690
G03767	431	384	2559	107	912
G03768	761	1305	2423	384	2526
G03769	28551	42342	70864	20475	1848
G03770	552	593	2036	228	1602
G03771	71	121	200	36	303
G03772	1202	887	2980	659	708
G03773	8	10	28	2	1068
G03774	7043	7990	41538	1919	1221
G03775	296	400	1665	103	1518
G03776	104	180	341	31	729
G03777	206	189	719	151	774
G03778	1924	3829	4322	1298	3267
G03779	203	278	534	54	1437
G03780	100	158	298	46	1197
G03781	1313	1380	4106	380	1845
G03782	296	469	925	154	1686
G03783	8	20	30	3	1287
G03784	2408	2202	7472	578	3870
G03785	603	626	1648	208	852
G03786	616	887	2511	263	972
G03787	630	742	1705	243	1812
G03788	778	1077	2615	191	1515
G03789	433	542	1500	160	1185
G03790	608	773	1620	313	975
G03791	253	265	896	95	1266
G03792	457	440	1366	229	528
G03793	168	464	431	49	996
G03794	444	422	1472	252	1164
G03795	5	14	15	0	198
G03796	701	411	2222	288	321
G03797	3564	6166	13657	1357	1191
G03798	274	349	1295	85	1332
G03799	618	810	2542	226	3402
G03800	58	58	166	19	384
G03801	820	741	2754	439	537
G03802	2258	5644	4692	1086	1212
G03803	127	115	991	72	414
G03804	590	1417	1555	225	993
G03805	2160	2715	8064	655	360
G03806	2881	3951	8695	940	1509
G03807	279	407	499	108	1404
G03808	1	5	8	2	537
G03809	1330	1205	5671	407	3081
G03810	296	631	800	110	1803
G03811	240	328	885	89	1899
G03812	334	423	1310	165	972
G03813	104	138	290	44	744
G03814	397	585	1703	269	918
G03815	339	361	2527	113	357
G03816	269	565	906	124	378
G03817	3327	3302	14680	1386	858
G03818	186	383	571	181	1002
G03819	924	1549	3269	294	729
G03820	819	1668	2919	452	465
G03821	2710	2472	13553	865	1023
G03822	3010	4538	11230	1519	2820
G03823	2988	4453	8328	786	1506
G03824	7	58	32	2	720
G03825	6	19	13	1	1323
G03826	204	221	613	170	639
G03827	71	137	163	18	1242
G03828	288	372	1183	49	1566
G03829	397	662	1501	177	1599
G03830	185	418	645	104	975
G03831	1908	2181	9228	890	2631
G03832	1486	1275	4793	563	1191
G03833	996	1740	2527	301	384
G03834	715	978	2518	178	3219
G03835	240	269	475	57	885
G03836	130	117	351	40	750
G03837	1530	1859	4792	534	4290
G03838	792	1311	2231	288	2280
G03839	427	529	1159	286	1122
G03840	6834	7764	23288	3012	3639
G03841	829	557	1602	303	663
G03842	128	112	261	43	1062
G03843	30	87	101	17	1563
G03844	123	313	321	78	1359
G03845	35	88	105	12	561
G03846	1380	3987	2937	544	1227
G03847	30	40	144	18	3009
G03848	26	25	55	4	1791
G03849	841	1381	3078	477	843
G03850	133	107	481	30	1287
G03851	51	77	357	44	1173
G03852	1583	1961	5339	504	2241
G03853	1648	3026	4449	659	1521
G03854	164	1085	555	203	1215
G03855	330	441	1224	94	1569
G03856	3843	5246	14985	1231	1065
G03857	167	101	1216	38	594
G03858	275	286	805	48	1977
G03859	236	246	948	123	738
G03860	49	149	178	42	2064
G03861	1161	1570	3874	424	1695
G03862	135	295	355	79	1143
G03863	107	156	405	37	1608
G03864	447	368	2206	176	870
G03865	11	6	15	4	264
G03866	954	1113	1359	159	2334
G03867	474	790	1438	231	1248
G03868	1	14	31	2	753
G03869	6	14	20	3	576
G03870	0	2	1	0	1431
G03871	12	16	32	3	975
G03872	69	105	280	50	1821
G03873	1211	2066	4554	846	3363
G03874	18	47	54	5	1656
G03875	1403	2357	1513	802	1485
G03876	1299	1148	6454	590	1092
G03877	229	304	245	41	492
G03878	3	11	3	0	489
G03879	1698	1267	7850	555	927
G03880	3758	5033	15975	1541	1563
G03881	190	238	431	58	504
G03882	2432	4820	11285	956	1416
G03883	353	472	1231	129	1629
G03884	306	190	1756	97	1287
G03885	327	353	1149	158	402
G03886	980	1240	2805	387	1308
G03887	1768	1290	4862	503	3816
G03888	372	434	1207	146	1848
G03889	833	1191	1460	373	1035
G03890	6	13	3	0	942
G03891	13	13	9	0	879
G03892	0	2	0	0	960
G03893	4	19	3	3	954
G03894	5	27	21	1	684
G03895	0	4	1	0	1239
G03896	3	10	2	6	1149
G03897	2	3	2	0	177
G03898	75	100	176	28	1677
G03899	1	16	15	3	1167
G03900	706	948	2630	334	1185
G03901	1091	1468	2840	287	6693
G03902	1758	1342	3723	521	618
G03903	304	398	607	82	825
G03904	3711	3440	15376	1077	1623
G03905	3937	2361	22446	1229	1569
G03906	302	653	699	160	1068
G03907	2550	8370	7297	1168	2907
G03908	930	1214	2375	273	1719
G03909	307	388	633	74	1431
G03910	108	219	193	34	1452
G03911	2	10	2	0	267
G03912	1652	2310	4368	784	1986
G03913	543	603	1391	191	3900
G03914	5065	6971	4483	1028	534
G03915	3133	3921	6618	1003	3060
G03916	79	89	240	24	1293
G03917	1460	1669	4967	421	3042
G03918	31	46	144	34	1647
G03919	2826	3691	8128	980	2820
G03920	272	161	1350	55	999
