Gene_id	A1	A2	B1	B2	A3	B3	length
G004444	2601	2923	3586	2632	3182	3766	2352.5
G004445	5400	6207	5186	3219	7458	4538	1378.5
G004446	1602	1778	2596	2063	1755	2538	761.5
G004447	902	1093	2739	1534	1482	1698	3359
G004448	5560	5361	6912	5753	7558	8819	1818.5
G004449	9546	11777	26554	18001	18782	18786	727.5
G004450	274	308	622	334	423	404	822
G004451	22907	29857	15405	12887	29986	15410	852
G004452	944	1030	1521	1142	1656	1419	3506
G004453	623	663	824	454	909	657	829
G004454	536	734	555	290	568	557	1403.5
G004455	321	303	337	164	382	225	2152.5
G004456	0	5	0	0	0	0	3508
G004457	2383	3025	3682	2691	3433	3964	684
G004458	3324	4957	5925	5353	4020	7456	1152
G004459	109	70	101	71	54	91	1311.5
G004460	10	5	19	0	0	20	4426
G004461	27093	29345	10992	8746	33269	10228	1955
G004462	1476	1834	2596	1375	2934	1650	1469
G004463	59	164	123	33	37	27	987.5
G004464	324	154	423	594	166	415	761
G004465	430	539	1139	803	580	1122	568
G004466	3812	4239	3357	2775	3445	4147	1003.5
G004467	1230	2045	1599	1070	1933	1215	616
G004468	824	1625	1909	1442	1347	2249	669
G004469	0	8	0	0	0	0	1805.5
G004470	1922	2034	1196	366	2076	978	505
G004471	354	617	1081	665	817	750	1919
G004472	1177	1452	2228	1629	1792	2200	2861.5
G004473	44	29	194	161	192	132	814
G004474	2889	3571	4126	3243	5758	3039	1159.5
G004475	95	204	214	113	205	187	569.5
G004476	1093	914	1730	1388	1989	1542	686
G004477	2023	2435	2394	2073	3464	1865	1388.5
G004478	21	1	12	0	0	10	1624
G004479	1275	1082	1130	887	1871	869	661
G004480	191	164	334	208	510	273	2788
G004481	3182	4656	3604	2800	3589	5482	781.5
G004482	29	41	10	0	0	0	1867
G004483	1	1	1	0	0	3	3281
G004484	74	47	76	85	34	51	1147
G004485	33	28	23	35	34	20	863
G004486	2607	2605	3251	2309	2918	3142	977
G004487	1960	2077	6126	4558	2516	6542	2130.5
G004488	286	221	277	235	350	199	650.5
G004489	1057	1466	1400	1318	1322	1746	1213.5
G004490	253	260	686	434	286	465	584
G004491	221	64	16	0	109	2	1668
G004492	2009	3189	3630	3532	2871	4438	2651.5
G004493	216	316	1007	620	618	532	5957
G004494	456	399	760	430	681	314	662
G004495	0	0	3	0	0	0	557.5
G004496	3704	3608	7087	6094	4742	4927	1834
G004497	958	653	802	400	970	695	2594.5
G004498	169	173	177	153	199	184	2946
G004499	0	0	0	1	0	0	5055
G004500	73	53	52	14	139	70	779
G004501	0	0	0	0	0	0	1050.5
G004502	3871	4857	5319	3702	4152	6949	854
G004503	1480	1770	1917	1611	2117	1913	1133.5
G004504	0	0	0	0	0	0	1105
G004505	17	0	6	0	0	0	580
G004506	153	339	351	419	670	286	1156
G004507	293	264	70	52	259	65	1929
G004508	1143	974	1088	883	1667	960	696
G004509	1821	2534	2931	2004	3237	2798	3293.5
G004510	233	268	525	430	371	502	2538
G004511	6079	9025	4014	2854	7790	5136	1095
G004512	924	1087	1063	707	807	1264	1044
G004513	1123	1411	1268	925	1051	1586	859.5
G004514	1	2	0	2	1	0	1762.5
G004515	4039	4293	5110	4117	3714	6206	995
G004516	2019	2302	5719	4296	2609	4629	2352
G004517	4134	5242	3393	2722	4556	5780	693
G004518	5	0	13	0	32	2	4681
G004519	3133	2550	1924	1691	3190	1812	1797
G004520	1032	1540	1652	1300	2098	1981	752
G004521	749	749	1000	1023	989	1047	2239.5
G004522	1378	1307	509	576	1641	552	995
G004523	8096	9578	6989	7524	8389	11496	789
G004524	0	13	4	14	0	12	750
G004525	0	0	10	0	0	0	1374.5
G004526	1737	1502	2041	1926	1980	1720	702
G004527	1957	2286	2753	2323	2719	3571	948
G004528	647	678	450	363	519	558	786
G004529	227	245	466	375	241	419	3018
G004530	1079	988	2047	1304	2184	1349	2391.5
G004531	2661	2865	2858	2386	2376	3071	877
G004532	6797	8854	7419	6080	6694	10308	787.5
G004533	3063	4078	3512	2826	4523	3805	1334.5
G004534	4910	5336	5399	4160	5312	5583	779
G004535	5314	6835	9284	6456	7006	10586	752
G004536	635	646	1034	851	849	766	573
G004537	590	638	1051	847	563	1095	2447
G004538	1724	2195	3215	2764	1757	3443	845
G004539	821	596	615	663	778	408	1823
G004540	869	875	1534	955	1924	783	784
G004541	13	1	0	0	2	1	2666.5
G004542	7661	8501	14585	11805	9582	16393	677.5
G004543	0	12	21	0	0	17	376
G004544	595	610	1038	848	1071	707	1831
G004545	947	977	2000	1854	1440	1870	1774
G004546	953	1120	780	872	1025	1122	605
G004547	1134	886	1208	876	1109	842	2180
G004548	2634	2624	3921	2576	4135	2518	2773.5
G004549	6391	6224	4712	4618	5156	6088	611
G004550	0	0	5	0	0	2	860
G004551	133	83	37	12	75	55	703.5
G004552	24	45	28	38	47	28	928
G004553	637	828	1299	1238	738	1745	532.5
G004554	237	229	157	135	242	123	3001
G004555	1405	1242	1134	1137	953	1492	1002
G004556	388	298	57	15	739	40	1954.5
G004557	35	36	33	0	105	42	2899
G004558	2784	3233	7747	5522	3671	9340	2171.5
G004559	1703	1505	1515	1310	1468	1598	2677
G004560	3012	2647	3508	2755	3930	3154	570.5
G004561	0	4	20	38	9	14	4765
G004562	486	525	629	653	571	692	1173.5
G004563	1564	1732	3815	2487	2353	2561	975
G004564	0	0	5	0	0	15	2185.5
G004565	0	0	0	0	0	3	957.5
G004566	469	406	845	601	496	589	3955
G004567	2049	2088	1234	1058	2630	970	1600.5
G004568	420	433	469	426	434	685	838.5
G004569	0	0	0	0	0	0	1743.5
G004570	0	1	0	0	0	0	1786
G004571	3667	3833	2997	2470	4317	2716	747
G004572	1492	1521	1779	1194	2200	1392	902.5
G004573	372	741	366	118	579	384	771
G004574	0	11	5	0	0	0	2610
G004575	1040	1472	2849	2088	2515	1748	1857
G004576	8	0	0	0	0	0	2383
G004577	2199	2709	3985	3361	3107	4574	1198
G004578	1238	2421	2346	1880	1879	3313	1095
G004579	1691	1888	4612	3242	2819	4703	943
G004580	263	660	301	248	561	310	1196
G004581	8	19	10	8	19	5	2500
G004582	14	48	5	0	0	0	1857
G004583	0	0	1	0	0	0	667
G004584	0	0	0	0	0	0	1352
G004585	1388	1237	2443	1885	1777	1834	2530.5
G004586	1268	1985	1889	1677	2354	1935	1588
G004587	987	887	1973	1093	1052	1999	2603
G004588	580	617	652	440	822	620	794
G004589	594	968	770	665	711	730	892
G004590	4	15	8	0	25	0	2189
G004591	0	0	0	0	0	0	1043.5
G004592	626	900	1918	1145	1479	1778	826
G004593	37	45	32	30	54	28	1713
G004594	103	48	30	32	68	32	5428
G004595	1133	1698	1264	1208	1395	1483	1302
G004596	843	1052	1306	1158	930	1627	1352
G004597	1352	1339	3465	2863	1828	4213	925.5
G004598	472	438	727	543	500	674	1201.5
G004599	27	24	3	43	16	0	1054
G004600	22	34	27	28	15	50	1834
G004601	36	159	88	51	142	114	709
G004602	1415	1897	2063	1816	1700	2978	1309
G004603	163	551	530	335	433	489	5099.5
G004604	999	1293	1137	852	954	1256	1381.5
G004605	1487	1966	2301	1565	2147	2566	1703
G004606	572	791	960	850	890	1108	755
G004607	1320	1988	2479	1686	1937	2240	1618.5
G004608	418	474	708	775	476	715	1840
G004609	11	22	28	0	57	16	5638
G004610	103	81	103	105	58	92	903
G004611	0	0	0	0	0	0	1107
G004612	175	211	163	129	224	74	4477
G004613	938	1056	2086	1196	1580	1646	4157
G004614	42	37	22	0	23	23	3185
G004615	74	69	84	36	110	106	1944
G004616	1376	1201	1340	906	1630	881	1724
G004617	566	716	1733	1119	846	1122	5297
G004618	0	1	0	0	0	0	691.5
G004619	59	187	141	54	146	142	1018.5
G004620	5	0	24	0	0	4	2885
G004621	89	27	37	74	82	76	4321.5
G004622	439	477	1166	673	529	875	668
G004623	1089	1276	1843	1666	2180	1292	1539
G004624	1239	1181	1479	1253	1443	1534	1149
G004625	1	12	1	0	17	8	1039
G004626	0	0	19	0	0	11	1021
G004627	0	0	0	0	0	0	1459.5
G004628	454	495	460	163	607	282	5209
G004629	0	9	0	0	0	0	2389
G004630	3942	4047	4060	2963	3192	5844	674
G004631	0	10	49	21	9	62	970
G004632	2831	3891	3271	2949	3283	4664	1054.5
G004633	4167	3845	3355	2407	5098	2852	1648
G004634	1133	1765	2423	2405	1731	2677	1606.5
G004635	1370	1192	1863	1537	1084	1628	1861
G004636	447	515	409	288	660	398	2320
G004637	0	0	5	5	0	0	873.5
G004638	391	543	1289	1089	638	1237	2128
G004639	0	0	1	0	0	0	1393.5
G004640	750	1088	1669	1617	1563	1719	2127
G004641	908	1351	2096	1450	1636	1915	4438.5
G004642	0	10	4	0	0	0	2672
G004643	758	845	1262	969	1297	1127	4290
G004644	0	6	12	0	3	19	1061
G004645	30	80	28	19	83	32	742
G004646	122	133	87	28	91	41	4443
G004647	130	282	571	443	97	593	1803
G004648	91	82	53	37	33	73	1223
G004649	340	389	187	187	387	113	949
G004650	940	1082	1406	944	1380	1114	1306
G004651	2	0	14	0	9	0	1432.5
G004652	819	1072	781	568	1030	942	1509
G004653	1442	1044	2685	2296	1562	2036	674
G004654	915	894	270	392	728	348	1272.5
G004655	2044	2454	2522	2237	2434	2889	882
G004656	3102	3220	2828	2929	3130	3355	892
G004657	0	0	0	0	0	0	3841
G004658	1598	1972	2179	1545	3578	1784	3106.5
G004659	1074	1026	2089	1847	1373	2314	1097
G004660	3797	3834	4458	3995	3636	5380	793
G004661	1724	1809	1622	1035	2151	1590	897
G004662	10967	10439	10767	9212	12818	9398	972
G004663	5315	6063	5798	6361	5554	8836	759
G004664	2001	2175	4073	3833	1557	3910	1627
G004665	0	0	7	0	12	0	1779
G004666	1	0	0	0	0	0	524
G004667	822	843	1707	1332	983	1371	636.5
G004668	5785	7110	3980	3944	4769	4815	845
G004669	1391	1573	1652	1825	1478	1999	1133
G004670	1744	1870	1655	1784	1669	1620	1021
G004671	18	11	36	0	11	15	4225
G004672	865	1248	1555	1450	1164	2127	775
G004673	27954	33005	18912	15599	25330	23540	702
G004674	1547	1463	487	205	2235	487	4003
G004675	9	0	0	0	0	0	858
G004676	1255	1791	1488	1231	2144	1194	1295
G004677	36	81	28	23	5	37	1860
G004678	1122	1516	2791	2227	1813	2488	3462
G004679	0	0	19	0	0	45	1046
G004680	703	647	1106	909	886	1181	1559
G004681	1568	2545	4778	2897	3517	3531	2571.5
G004682	0	0	0	0	0	8	2227
G004683	1924	2832	4266	2704	3589	3451	1647
G004684	0	0	0	0	0	0	1730
G004685	11076	13691	13072	10290	13041	11393	1096.5
G004686	2766	3273	13231	7623	5742	8494	3375.5
G004687	21	49	52	29	25	88	1536
G004688	3257	3913	3404	2442	5635	3644	2480
G004689	216	344	295	116	456	216	1738
G004690	1551	1763	1578	1056	1381	1962	970.5
G004691	0	0	0	0	0	5	1867
G004692	136	270	472	378	186	569	1700
G004693	50	88	22	49	49	24	2334.5
G004694	7671	10355	7995	7024	7234	10176	859
G004695	1010	1150	2684	1781	1369	2274	2065
G004696	0	0	0	0	0	0	1391
G004697	0	0	0	0	0	0	1249.5
G004698	421	415	704	600	627	628	2994.5
G004699	38	61	8	0	51	51	3288
G004700	0	0	3	0	0	0	4675.5
G004701	0	0	0	36	12	8	813.5
G004702	158	111	427	464	343	486	658
G004703	1695	2160	1273	1225	2135	1872	1135.5
G004704	139	218	192	191	269	304	1251.5
G004705	407	683	1146	908	903	732	1914
G004706	404	633	671	374	478	479	814.5
G004707	4355	6910	10932	8926	5130	17071	1137
G004708	719	864	1209	1017	850	1476	815
G004709	115	73	121	61	84	147	2544
G004710	269	387	798	615	246	839	1641
G004711	1001	932	1260	929	1426	921	615.5
G004712	615	761	1138	733	916	1071	679.5
G004713	840	1137	635	570	631	867	860
G004714	488	791	747	609	770	727	1218
G004715	0	0	16	14	0	23	2862
G004716	1942	1587	3146	2260	2931	1992	2696
G004717	1401	1370	8240	5796	2264	7846	711.5
G004718	365	509	3117	2590	429	3415	1162
G004719	1691	1711	2232	1852	1473	2096	1148
G004720	1305	1796	968	827	2393	839	703
G004721	0	0	0	0	0	0	728.5
G004722	8	8	42	3	45	21	1950
G004723	1419	1691	5103	4230	2124	5320	2291
G004724	3003	3766	3093	2729	3763	3670	726.5
G004725	1931	1706	2472	1656	2572	2011	2090
G004726	273	168	236	243	145	387	3286
G004727	576	1170	3171	2684	750	3996	2807
G004728	4185	6236	4444	3727	7226	5001	1750
G004729	0	0	0	22	0	0	2046
G004730	9	8	4	0	19	4	2817
G004731	5726	4859	4911	3938	4425	5365	926.5
G004732	0	0	4	0	0	0	1259
G004733	169	325	1047	1036	561	820	2898.5
G004734	0	0	6	0	0	0	1771
G004735	1143	1043	1245	934	1038	1318	3026.5
G004736	580	548	1634	848	1131	1020	1448.5
G004737	0	0	0	0	0	1	1718.5
G004738	342	427	582	420	497	653	825.5
G004739	73	97	57	36	90	106	1454
G004740	0	0	10	0	0	0	940
G004741	0	0	0	0	0	0	3800
G004742	9	3	6	0	11	12	3778
G004743	86	113	193	53	185	249	1655.5
G004744	7335	10953	5607	5708	6571	8810	711
G004745	512	439	2509	1714	646	1647	7274
G004746	0	0	0	0	0	0	1050
G004747	371	620	508	325	451	374	917
G004748	1719	1773	2265	1417	3077	1728	2585.5
G004749	1856	2006	1585	1487	2230	1600	4137
G004750	0	0	0	0	0	0	619
G004751	913	1114	1250	975	1133	1077	777.5
G004752	1932	2733	4918	3978	2987	4681	2465
G004753	9513	9009	7676	5352	14197	5347	1551
G004754	924	994	1400	914	1397	932	829
G004755	322	301	531	125	600	310	672
G004756	110	64	0	31	40	0	957
G004757	204	327	621	312	593	578	2120
G004758	72	78	50	40	55	46	600
G004759	643	628	702	549	627	927	1386.5
G004760	40	8	12	0	0	0	1967
G004761	0	0	0	0	0	4	867
G004762	131	15	151	94	92	81	688
G004763	302	599	716	707	491	754	594.5
G004764	95	152	404	184	284	236	2702.5
G004765	204	350	344	190	254	287	3042
G004766	26	4	0	0	33	0	3979
G004767	486	338	886	960	667	687	2003
G004768	1257	1968	1810	1913	1442	2924	851.5
G004769	201	267	322	211	217	368	1615.5
G004770	0	19	27	88	35	0	1836
G004771	24	19	23	23	8	27	979
G004772	1788	1914	1265	723	2930	989	809
G004773	0	12	3	23	0	10	898.5
G004774	1321	1565	3090	2290	2763	2690	2911.5
G004775	0	5	5	0	0	1	748.5
G004776	0	0	2	0	0	0	1166.5
G004777	0	0	6	0	0	1	3277
G004778	233	275	927	829	691	551	4376
G004779	2223	2576	3957	2711	3088	2944	762.5
G004780	275	422	411	138	315	313	1041
G004781	3204	4096	4712	3640	3339	6190	1217
G004782	30	31	98	52	18	85	2436
G004783	0	0	0	0	27	0	1610.5
G004784	8241	10015	10325	8305	10514	8942	603.5
G004785	261	201	318	181	291	387	863.5
G004786	21	0	7	0	36	4	718
G004787	8987	9975	2806	1897	9825	2271	2339
G004788	0	25	28	16	23	13	3780.5
G004789	0	0	9	15	18	0	955
G004790	924	1196	1208	1423	1171	1026	710
G004791	1046	1399	1214	1007	1471	1115	723
G004792	95	142	793	354	241	330	797
G004793	795	898	1503	1017	989	1663	1758.5
G004794	146	53	126	63	69	166	3919
G004795	0	0	0	0	31	16	774
G004796	647	549	880	521	599	929	3576.5
G004797	4964	7225	3339	3082	5584	4383	1137
G004798	649	691	975	915	1530	821	4930.5
G004799	39	23	72	65	26	67	836
G004800	0	0	0	0	0	1	461
G004801	13338	14279	12114	9549	13461	13293	791
G004802	639	675	1503	1176	751	1581	3419
G004803	0	4	0	0	24	0	1369
G004804	0	0	0	0	0	0	2744
G004805	1130	1148	741	551	2034	491	1362
G004806	0	0	0	0	0	0	2363.5
G004807	966	977	2184	1795	1371	2782	1010.5
G004808	5	0	2	0	0	0	2452
G004809	7599	10275	9418	6656	10661	8379	585.5
G004810	0	0	4	0	0	17	532
G004811	142	101	352	285	228	280	662
G004812	1489	1746	2047	1739	2809	1875	843
G004813	560	499	608	473	343	571	2329
G004814	24	11	11	10	77	18	6238
G004815	1455	1476	3276	2666	2018	2243	5972
G004816	0	0	0	0	0	0	541
G004817	515	393	570	403	834	490	1550
G004818	1517	1479	1346	1240	1351	1725	834
G004819	18	14	11	37	52	11	6007.5
G004820	770	1005	1276	1441	1127	1027	1375
G004821	855	918	821	594	1079	720	973
G004822	902	1174	1643	1011	1493	1468	2788
G004823	0	0	13	0	0	0	550.5
G004824	0	0	0	0	0	0	3018
G004825	0	1	2	0	0	0	3067
G004826	200	357	559	350	543	460	656
G004827	141	213	171	91	152	266	1836
G004828	296	337	535	493	389	759	1541
G004829	1976	2679	1537	1787	1958	2512	525
G004830	1834	2095	2060	1622	3093	1566	547
G004831	866	1119	1419	690	1233	804	2150.5
G004832	600	1342	1339	1118	1001	2039	650.5
G004833	0	0	30	37	21	53	5113
G004834	0	0	1	0	0	0	1565.5
G004835	1336	1461	829	461	1606	756	5185
G004836	794	910	1109	893	1240	935	4058
G004837	0	0	0	14	0	0	609.5
G004838	1719	2407	2368	1707	1942	3232	748
G004839	2478	2910	3469	3021	2437	4177	1966
G004840	119	94	15	38	100	49	1407.5
G004841	1301	1418	2414	1723	1191	2141	765
G004842	304	299	96	96	307	119	751
G004843	10615	10878	3666	2546	12397	3193	1041
G004844	11	22	11	0	10	11	3124.5
G004845	1858	1455	3519	2346	2901	2438	793
G004846	1268	1875	2997	2146	2913	2625	3084
G004847	4406	5191	7393	5680	6184	8312	930
G004848	1170	1168	1050	1118	1696	1047	1734
G004849	1756	1935	2648	1849	1931	3009	1512.5
G004850	503	784	490	382	627	659	530
G004851	720	900	2104	1924	839	2625	773
G004852	7613	9054	13311	10679	9613	16936	959.5
G004853	2153	2145	2645	1939	2009	2480	949
G004854	1503	1626	1755	1533	1617	1596	2230
G004855	1429	2293	3271	2578	2605	3493	2428
G004856	330	405	876	863	564	950	3646
G004857	668	897	1239	782	1007	1121	3697
G004858	646	590	1105	884	764	847	1692
G004859	437	464	1349	1235	555	1245	572
G004860	2733	2536	1280	818	2711	1059	2473.5
G004861	0	0	0	0	0	2	2276
G004862	1608	2139	2723	1885	1510	3005	4118
G004863	1444	2345	1232	1164	1538	1906	922
G004864	254	262	247	192	189	215	1497
G004865	0	0	0	0	0	0	522.5
G004866	935	1516	1216	947	1510	1358	889
G004867	0	0	0	0	0	0	2364.5
G004868	1037	1192	1226	1070	1573	1435	1245
G004869	3017	3702	2806	2923	3919	2725	1127
G004870	2181	2435	3926	3026	3003	3331	3191
G004871	275	244	486	408	319	499	1304.5
G004872	41	42	73	78	36	69	1753.5
G004873	348	422	711	494	464	631	1647.5
G004874	710	1251	933	680	862	1000	1880
G004875	0	2	7	0	0	0	2141.5
G004876	906	782	1090	664	1103	1071	3229.5
G004877	945	1220	974	1071	1701	922	3321
G004878	295	409	809	575	424	456	16121
G004879	153	272	488	477	152	440	1410
G004880	250	248	258	268	368	168	2350
G004881	1237	1314	2610	2179	1950	2675	2316
G004882	208	125	294	206	142	249	580
G004883	0	12	1	18	7	4	2763
G004884	0	0	0	0	0	5	2995
G004885	945	1532	1687	1086	1708	1269	589.5
G004886	266	371	158	112	308	247	1125
G004887	289	459	144	162	320	272	536
G004888	47	52	45	21	55	38	689
G004889	1917	1962	1781	1122	3036	1636	811.5
G004890	203	344	341	206	444	415	633
G004891	628	465	327	227	397	404	750
G004892	1601	2169	1511	807	1567	2087	796
G004893	0	0	0	1	0	0	402
G004894	130	141	119	84	229	79	605
G004895	925	832	1066	887	911	1184	4147
G004896	0	0	0	0	0	0	1676
G004897	7	23	35	23	60	7	863
G004898	1448	1616	2025	1350	1890	1380	791
G004899	79	29	46	13	44	43	1119
G004900	482	489	749	702	595	680	705
G004901	32	105	31	90	108	48	609
G004902	493	466	627	689	436	603	816
G004903	2062	2340	3051	2122	2552	3039	760.5
G004904	14	13	30	51	21	25	634.5
G004905	250	253	106	90	293	122	716
G004906	29	50	65	17	41	93	776
G004907	1948	2173	2056	1734	1214	3022	450
G004908	1645	2191	3840	2635	2955	4434	1567
G004909	480	643	181	154	710	188	1382
G004910	0	0	0	0	0	12	2813
G004911	13	6	0	0	0	0	1810
G004912	1249	1364	1449	1599	1167	1803	896
G004913	295	166	325	187	185	265	1384
G004914	116	118	105	96	114	146	1013
G004915	1	7	39	0	28	61	1212
G004916	1932	3220	3713	2194	2956	3529	701.5
G004917	21	5	56	34	23	21	2115
G004918	1677	1774	1808	1260	1519	1741	2664
G004919	952	1353	1396	1175	1821	1099	4165
G004920	379	405	845	507	664	705	840
G004921	1842	1513	3254	2755	2212	2438	927
G004922	337	369	686	431	713	467	1406
G004923	0	0	5	20	19	27	981.5
G004924	1628	2029	2862	1667	2277	3020	775
G004925	1173	1612	626	303	1175	773	1335
G004926	4150	4380	3077	2091	5171	3043	1285.5
G004927	1552	2365	1751	1180	2927	1487	636
G004928	1033	1016	1224	929	1752	1251	4014
G004929	355	422	526	683	396	460	607
G004930	262	245	278	313	174	235	1620.5
G004931	52	86	177	142	119	166	2427
G004932	702	1020	779	480	1108	872	1838.5
G004933	0	0	3	0	0	0	1126.5
G004934	1019	1259	607	411	1510	714	1129
G004935	687	833	812	473	881	698	1268.5
G004936	449	575	2365	1165	907	1584	3321.5
G004937	874	755	2157	1565	1255	1714	1319.5
G004938	0	0	0	0	0	0	1531.5
G004939	5	15	20	0	2	33	1371
G004940	372	581	836	588	560	744	2455
G004941	0	10	3	0	0	19	2094
G004942	136	72	31	161	0	100	3489
G004943	216	543	1971	1402	488	1604	5664
G004944	223	474	1165	1146	491	1193	779
G004945	0	0	0	0	0	0	1375
G004946	49	100	31	21	55	59	501
G004947	0	0	7	0	15	0	3852
G004948	2943	3260	2091	1771	3125	2465	889
G004949	772	1314	1571	1176	1177	1677	823
G004950	216	172	302	280	302	284	1578.5
G004951	801	1013	2448	1531	1527	2395	2608
G004952	0	0	0	0	0	0	1888
G004953	2547	3147	1654	1267	2891	1525	2295
G004954	270	333	286	297	337	453	917.5
G004955	616	791	367	345	733	430	1457
G004956	1372	1299	1714	1509	2119	1453	1009
G004957	377	789	742	388	702	713	2464
G004958	36	68	107	68	29	44	852.5
G004959	0	16	0	12	0	4	1535
G004960	1365	1039	1483	1446	1339	1790	1432
G004961	43	27	59	66	14	33	667.5
G004962	0	5	9	1	12	13	872
G004963	0	0	3	1	0	1	1836
G004964	1299	1539	3865	2236	2520	2926	1502
G004965	15	81	28	0	83	28	502
G004966	319	233	911	711	689	531	5108
G004967	0	0	0	0	0	0	2041
G004968	358	351	390	497	181	523	478
G004969	0	0	0	0	0	0	2456
G004970	23	44	43	29	68	66	1525
G004971	0	0	0	0	0	0	1358
G004972	614	527	548	369	512	666	1854
G004973	1305	1962	3979	2778	3259	2914	552
G004974	0	0	4	0	6	0	1553.5
G004975	28	0	0	0	0	0	3885.5
G004976	287	334	469	211	354	504	802.5
G004977	246	555	677	566	768	725	1004.5
G004978	0	0	0	0	0	0	835
G004979	1213	1745	1311	926	2151	1216	6454
G004980	108	117	27	57	66	104	758
G004981	9081	11792	15673	12923	8831	19067	791
G004982	21	18	34	0	0	30	704
G004983	0	0	0	0	0	0	1544
G004984	0	0	5	0	0	0	1760
G004985	1271	1740	2683	2048	1996	2688	1050.5
G004986	1373	1593	1999	1671	1996	2913	524
G004987	120	249	633	540	407	617	1042
G004988	0	28	0	0	0	0	2933.5
G004989	3023	4192	4074	3464	3852	5448	930
G004990	303	223	714	472	485	366	3621
G004991	38	0	0	0	0	0	2389
G004992	0	0	0	0	0	0	2237
G004993	1155	1418	1534	1430	1329	2362	739
G004994	577	604	1016	892	662	907	2953
